home_team,away_team,home_goal,away_goal,season,round,data,hora,home_team_state_BA,home_team_state_CE,home_team_state_GO,home_team_state_MG,home_team_state_MT,home_team_state_PE,home_team_state_PR,home_team_state_RJ,home_team_state_RS,home_team_state_SC,home_team_state_SP,away_team_state_BA,away_team_state_CE,away_team_state_GO,away_team_state_MG,away_team_state_MT,away_team_state_PE,away_team_state_PR,away_team_state_RJ,away_team_state_RS,away_team_state_SC,away_team_state_SP
Palmeiras,Portuguesa,1,1,2012,1,2012-05-19,18:30:00,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
Sport,Flamengo,1,1,2012,1,2012-05-19,18:30:00,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Figueirense,Nautico,2,1,2012,1,2012-05-19,21:00:00,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
Ponte Preta,Atletico-MG,0,1,2012,1,2012-05-20,16:00:00,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
Corinthians,Fluminense,0,1,2012,1,2012-05-20,16:00:00,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
Botafogo,Sao Paulo,4,2,2012,1,2012-05-20,16:00:00,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Internacional,Coritiba,2,0,2012,1,2012-05-20,16:00:00,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
Vasco,Gremio,2,1,2012,1,2012-05-20,18:30:00,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Bahia,Santos,0,0,2012,1,2012-05-20,18:30:00,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Cruzeiro,Atletico-GO,0,0,2012,1,2012-05-20,18:30:00,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Atletico-GO,Ponte Preta,1,1,2012,2,2012-05-26,18:30:00,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Flamengo,Internacional,3,3,2012,2,2012-05-26,18:30:00,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Portuguesa,Vasco,0,1,2012,2,2012-05-26,18:30:00,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
Nautico,Cruzeiro,0,0,2012,2,2012-05-26,21:00:00,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Santos,Sport,0,0,2012,2,2012-05-27,16:00:00,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
Atletico-MG,Corinthians,1,0,2012,2,2012-05-27,16:00:00,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Coritiba,Botafogo,2,3,2012,2,2012-05-27,16:00:00,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Sao Paulo,Bahia,1,0,2012,2,2012-05-27,16:00:00,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
Gremio,Palmeiras,1,0,2012,2,2012-05-27,18:30:00,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
Fluminense,Figueirense,2,2,2012,2,2012-05-27,18:30:00,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Atletico-GO,Gremio,0,1,2012,3,2012-06-06,19:30:00,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Sport,Palmeiras,2,1,2012,3,2012-06-06,19:30:00,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Vasco,Nautico,4,2,2012,3,2012-06-06,20:30:00,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Atletico-MG,Bahia,1,1,2012,3,2012-06-06,20:30:00,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Coritiba,Portuguesa,2,0,2012,3,2012-06-06,20:30:00,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Ponte Preta,Flamengo,2,2,2012,3,2012-06-06,21:50:00,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
Internacional,Sao Paulo,1,0,2012,3,2012-06-06,21:50:00,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
Santos,Fluminense,1,1,2012,3,2012-06-06,21:50:00,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
Corinthians,Figueirense,1,1,2012,3,2012-06-07,21:00:00,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
Botafogo,Cruzeiro,2,3,2012,3,2012-06-07,21:00:00,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Flamengo,Coritiba,3,1,2012,4,2012-06-09,18:30:00,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Palmeiras,Atletico-MG,0,1,2012,4,2012-06-09,21:00:00,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
Portuguesa,Atletico-GO,2,0,2012,4,2012-06-10,16:00:00,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
Gremio,Corinthians,2,0,2012,4,2012-06-10,17:00:00,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
Fluminense,Internacional,0,0,2012,4,2012-06-10,17:00:00,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Bahia,Vasco,1,2,2012,4,2012-06-10,17:00:00,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Nautico,Botafogo,3,2,2012,4,2012-06-10,18:30:00,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Figueirense,Ponte Preta,0,0,2012,4,2012-06-10,18:30:00,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
Cruzeiro,Sport,1,0,2012,4,2012-06-10,18:30:00,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Sao Paulo,Santos,1,0,2012,4,2012-06-10,18:30:00,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
Internacional,Botafogo,1,2,2012,5,2012-06-16,18:30:00,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
Cruzeiro,Figueirense,1,0,2012,5,2012-06-16,18:30:00,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Fluminense,Portuguesa,4,1,2012,5,2012-06-16,21:00:00,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Sao Paulo,Atletico-MG,1,0,2012,5,2012-06-17,16:00:00,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
Palmeiras,Vasco,1,1,2012,5,2012-06-17,16:00:00,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
Bahia,Sport,2,1,2012,5,2012-06-17,16:00:00,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Flamengo,Santos,1,0,2012,5,2012-06-17,16:00:00,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Nautico,Gremio,1,0,2012,5,2012-06-17,18:30:00,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Coritiba,Atletico-GO,3,0,2012,5,2012-06-17,18:30:00,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Ponte Preta,Corinthians,1,0,2012,5,2012-06-17,18:30:00,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
Vasco,Cruzeiro,1,3,2012,6,2012-06-23,18:30:00,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Portuguesa,Sao Paulo,1,0,2012,6,2012-06-23,18:30:00,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
Atletico-MG,Nautico,5,1,2012,6,2012-06-23,21:00:00,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Corinthians,Palmeiras,2,1,2012,6,2012-06-24,16:00:00,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
Gremio,Flamengo,2,0,2012,6,2012-06-24,16:00:00,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
Figueirense,Bahia,1,1,2012,6,2012-06-24,16:00:00,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
Sport,Internacional,0,2,2012,6,2012-06-24,18:30:00,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Botafogo,Ponte Preta,1,2,2012,6,2012-06-24,18:30:00,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Santos,Coritiba,2,2,2012,6,2012-06-24,18:30:00,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
Atletico-GO,Fluminense,1,4,2012,6,2012-06-24,18:30:00,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Nautico,Fluminense,0,2,2012,7,2012-06-30,16:20:00,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Cruzeiro,Sao Paulo,2,3,2012,7,2012-06-30,16:20:00,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Vasco,Ponte Preta,3,2,2012,7,2012-06-30,18:30:00,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Coritiba,Sport,2,3,2012,7,2012-07-01,16:00:00,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Portuguesa,Santos,0,0,2012,7,2012-07-01,16:00:00,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
Bahia,Internacional,1,1,2012,7,2012-07-01,16:00:00,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Gremio,Atletico-MG,0,1,2012,7,2012-07-01,18:30:00,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
Palmeiras,Figueirense,3,1,2012,7,2012-07-01,18:30:00,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
Flamengo,Atletico-GO,3,2,2012,7,2012-07-01,18:30:00,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Corinthians,Botafogo,1,3,2012,7,2012-07-11,19:30:00,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
Botafogo,Bahia,3,0,2012,8,2012-07-07,18:30:00,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Internacional,Cruzeiro,2,1,2012,8,2012-07-07,18:30:00,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
Atletico-GO,Nautico,0,1,2012,8,2012-07-07,21:00:00,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Figueirense,Vasco,1,1,2012,8,2012-07-08,16:00:00,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
Fluminense,Flamengo,1,0,2012,8,2012-07-08,16:00:00,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Santos,Gremio,4,2,2012,8,2012-07-08,16:00:00,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
Sao Paulo,Coritiba,3,1,2012,8,2012-07-08,16:00:00,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
Ponte Preta,Palmeiras,1,0,2012,8,2012-07-08,18:30:00,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
Sport,Corinthians,1,1,2012,8,2012-07-08,18:30:00,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Atletico-MG,Portuguesa,2,0,2012,8,2012-07-08,18:30:00,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Figueirense,Atletico-MG,3,4,2012,9,2012-07-14,18:30:00,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
Corinthians,Nautico,2,1,2012,9,2012-07-14,18:30:00,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
Ponte Preta,Coritiba,4,1,2012,9,2012-07-14,21:00:00,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
Bahia,Flamengo,1,2,2012,9,2012-07-15,16:00:00,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Internacional,Santos,0,0,2012,9,2012-07-15,16:00:00,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
Cruzeiro,Gremio,1,3,2012,9,2012-07-15,16:00:00,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Botafogo,Fluminense,1,1,2012,9,2012-07-15,16:00:00,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Palmeiras,Sao Paulo,1,1,2012,9,2012-07-15,18:30:00,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
Vasco,Atletico-GO,1,0,2012,9,2012-07-15,18:30:00,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Sport,Portuguesa,2,1,2012,9,2012-07-15,18:30:00,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Santos,Botafogo,0,0,2012,10,2012-07-18,19:30:00,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
Gremio,Sport,3,1,2012,10,2012-07-18,19:30:00,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Portuguesa,Cruzeiro,0,2,2012,10,2012-07-18,20:30:00,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
Nautico,Ponte Preta,3,0,2012,10,2012-07-18,20:30:00,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Sao Paulo,Vasco,0,1,2012,10,2012-07-18,21:50:00,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
Atletico-MG,Internacional,3,1,2012,10,2012-07-18,21:50:00,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Flamengo,Corinthians,0,3,2012,10,2012-07-18,21:50:00,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Fluminense,Bahia,4,0,2012,10,2012-07-19,21:00:00,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Coritiba,Palmeiras,1,1,2012,10,2012-07-19,21:00:00,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Atletico-GO,Figueirense,3,2,2012,10,2012-07-19,21:00:00,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Sport,Atletico-MG,1,4,2012,11,2012-07-21,18:30:00,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Vasco,Santos,2,0,2012,11,2012-07-21,18:30:00,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Corinthians,Portuguesa,1,1,2012,11,2012-07-21,21:00:00,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
Internacional,Atletico-GO,4,1,2012,11,2012-07-22,16:00:00,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
Cruzeiro,Flamengo,1,0,2012,11,2012-07-22,16:00:00,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Figueirense,Sao Paulo,0,2,2012,11,2012-07-22,16:00:00,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
Palmeiras,Nautico,3,0,2012,11,2012-07-22,16:00:00,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
Bahia,Coritiba,2,2,2012,11,2012-07-22,18:30:00,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Botafogo,Gremio,0,1,2012,11,2012-07-22,18:30:00,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Ponte Preta,Fluminense,1,2,2012,11,2012-07-22,18:30:00,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
Figueirense,Internacional,0,1,2012,12,2012-07-25,19:30:00,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
Ponte Preta,Sport,1,1,2012,12,2012-07-25,19:30:00,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
Vasco,Botafogo,1,0,2012,12,2012-07-25,20:30:00,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Nautico,Coritiba,3,4,2012,12,2012-07-25,20:30:00,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Corinthians,Cruzeiro,2,0,2012,12,2012-07-25,21:50:00,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
Gremio,Fluminense,1,0,2012,12,2012-07-25,21:50:00,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
Atletico-GO,Sao Paulo,4,3,2012,12,2012-07-25,21:50:00,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Atletico-MG,Santos,2,0,2012,12,2012-07-26,21:00:00,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Flamengo,Portuguesa,0,0,2012,12,2012-07-26,21:00:00,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Palmeiras,Bahia,0,2,2012,12,2012-07-26,21:00:00,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
Coritiba,Gremio,2,1,2012,13,2012-07-28,18:30:00,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Internacional,Vasco,0,0,2012,13,2012-07-28,18:30:00,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
Botafogo,Figueirense,1,0,2012,13,2012-07-28,21:00:00,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Sport,Atletico-GO,0,0,2012,13,2012-07-29,16:00:00,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Sao Paulo,Flamengo,4,1,2012,13,2012-07-29,16:00:00,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
Fluminense,Atletico-MG,0,0,2012,13,2012-07-29,16:00:00,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Bahia,Corinthians,0,0,2012,13,2012-07-29,16:00:00,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Cruzeiro,Palmeiras,2,1,2012,13,2012-07-29,18:30:00,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Portuguesa,Nautico,3,1,2012,13,2012-07-29,18:30:00,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
Santos,Ponte Preta,2,1,2012,13,2012-07-29,18:30:00,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
Palmeiras,Internacional,0,1,2012,14,2012-08-04,18:30:00,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
Atletico-GO,Botafogo,1,2,2012,14,2012-08-04,18:30:00,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Portuguesa,Figueirense,2,0,2012,14,2012-08-04,21:00:00,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
Vasco,Corinthians,0,0,2012,14,2012-08-05,16:00:00,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Gremio,Bahia,3,1,2012,14,2012-08-05,16:00:00,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
Coritiba,Fluminense,0,2,2012,14,2012-08-05,16:00:00,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Sao Paulo,Sport,1,0,2012,14,2012-08-05,16:00:00,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
Cruzeiro,Ponte Preta,1,2,2012,14,2012-08-05,18:30:00,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Nautico,Santos,3,0,2012,14,2012-08-05,18:30:00,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Flamengo,Atletico-MG,2,1,2012,14,2012-09-26,22:00:00,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Sport,Vasco,0,2,2012,15,2012-08-08,19:30:00,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Internacional,Nautico,0,0,2012,15,2012-08-08,19:30:00,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Bahia,Portuguesa,0,0,2012,15,2012-08-08,20:30:00,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Corinthians,Atletico-GO,1,1,2012,15,2012-08-08,20:30:00,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
Santos,Cruzeiro,4,2,2012,15,2012-08-08,21:50:00,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
Figueirense,Flamengo,0,2,2012,15,2012-08-08,21:50:00,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
Botafogo,Palmeiras,1,2,2012,15,2012-08-08,21:50:00,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Fluminense,Sao Paulo,2,1,2012,15,2012-08-09,21:00:00,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Atletico-MG,Coritiba,1,0,2012,15,2012-08-09,21:00:00,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Ponte Preta,Gremio,0,0,2012,15,2012-08-09,21:00:00,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
Sport,Figueirense,0,1,2012,16,2012-08-11,18:30:00,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Bahia,Cruzeiro,0,1,2012,16,2012-08-11,18:30:00,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Santos,Atletico-GO,2,2,2012,16,2012-08-11,18:30:00,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
Flamengo,Nautico,2,0,2012,16,2012-08-11,21:00:00,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Internacional,Ponte Preta,2,1,2012,16,2012-08-12,16:00:00,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
Sao Paulo,Gremio,1,2,2012,16,2012-08-12,16:00:00,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
Atletico-MG,Vasco,1,0,2012,16,2012-08-12,16:00:00,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Coritiba,Corinthians,1,2,2012,16,2012-08-12,16:00:00,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Fluminense,Palmeiras,1,0,2012,16,2012-08-12,18:30:00,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Portuguesa,Botafogo,1,1,2012,16,2012-08-12,18:30:00,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
Gremio,Portuguesa,1,2,2012,17,2012-08-15,19:30:00,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
Cruzeiro,Fluminense,1,1,2012,17,2012-08-15,19:30:00,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Atletico-GO,Atletico-MG,1,1,2012,17,2012-08-15,20:30:00,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Ponte Preta,Bahia,0,2,2012,17,2012-08-15,20:30:00,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
Nautico,Sao Paulo,3,0,2012,17,2012-08-15,21:50:00,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Botafogo,Sport,2,0,2012,17,2012-08-15,21:50:00,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Palmeiras,Flamengo,1,0,2012,17,2012-08-15,21:50:00,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
Vasco,Coritiba,2,2,2012,17,2012-08-16,21:00:00,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Corinthians,Internacional,1,0,2012,17,2012-08-16,21:00:00,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
Figueirense,Santos,1,3,2012,17,2012-08-16,21:00:00,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
Nautico,Bahia,1,0,2012,18,2012-08-18,18:30:00,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Fluminense,Sport,1,0,2012,18,2012-08-18,18:30:00,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Sao Paulo,Ponte Preta,3,0,2012,18,2012-08-18,21:00:00,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
Santos,Corinthians,3,2,2012,18,2012-08-19,16:00:00,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
Atletico-MG,Botafogo,3,2,2012,18,2012-08-19,16:00:00,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
